Date,Sunrise,Sunset
2008-10-24,2008-10-24 05:54:07.960279+09:30,2008-10-24 18:43:32.379017+09:30
2008-10-25,2008-10-25 05:53:21.805105+09:30,2008-10-25 18:44:03.879382+09:30
2008-10-26,2008-10-26 05:52:36.602386+09:30,2008-10-26 18:44:35.882982+09:30
2008-10-27,2008-10-27 05:51:52.378291+09:30,2008-10-27 18:45:08.391221+09:30
2008-10-28,2008-10-28 05:51:09.158690+09:30,2008-10-28 18:45:41.404536+09:30
2008-10-29,2008-10-29 05:50:26.969120+09:30,2008-10-29 18:46:14.922357+09:30
2008-10-30,2008-10-30 05:49:45.834760+09:30,2008-10-30 18:46:48.943076+09:30
2008-10-31,2008-10-31 05:49:05.780394+09:30,2008-10-31 18:47:23.464015+09:30
2008-11-01,2008-11-01 05:48:26.830383+09:30,2008-11-01 18:47:58.481398+09:30
2008-11-02,2008-11-02 05:47:49.008632+09:30,2008-11-02 18:48:33.990320+09:30
2008-11-03,2008-11-03 05:47:12.338560+09:30,2008-11-03 18:49:09.984720+09:30
2008-11-04,2008-11-04 05:46:36.843061+09:30,2008-11-04 18:49:46.457360+09:30
2008-11-05,2008-11-05 05:46:02.544475+09:30,2008-11-05 18:50:23.399797+09:30
2008-11-06,2008-11-06 05:45:29.464553+09:30,2008-11-06 18:51:00.802367+09:30
2008-11-07,2008-11-07 05:44:57.624422+09:30,2008-11-07 18:51:38.654164+09:30
2008-11-08,2008-11-08 05:44:27.044551+09:30,2008-11-08 18:52:16.943028+09:30
2008-11-09,2008-11-09 05:43:57.744716+09:30,2008-11-09 18:52:55.655528+09:30
2008-11-10,2008-11-10 05:43:29.743965+09:30,2008-11-10 18:53:34.776957+09:30
2008-11-11,2008-11-11 05:43:03.060585+09:30,2008-11-11 18:54:14.291321+09:30
2008-11-12,2008-11-12 05:42:37.712064+09:30,2008-11-12 18:54:54.181340+09:30
2008-11-13,2008-11-13 05:42:13.715056+09:30,2008-11-13 18:55:34.428444+09:30
2008-11-14,2008-11-14 05:41:51.085350+09:30,2008-11-14 18:56:15.012777+09:30
2008-11-15,2008-11-15 05:41:29.837834+09:30,2008-11-15 18:56:55.913207+09:30
2008-11-16,2008-11-16 05:41:09.986457+09:30,2008-11-16 18:57:37.107334+09:30
2008-11-17,2008-11-17 05:40:51.544199+09:30,2008-11-17 18:58:18.571503+09:30
2008-11-18,2008-11-18 05:40:34.523038+09:30,2008-11-18 18:59:00.280825+09:30
2008-11-19,2008-11-19 05:40:18.933915+09:30,2008-11-19 18:59:42.209196+09:30
2008-11-20,2008-11-20 05:40:04.786701+09:30,2008-11-20 19:00:24.329326+09:30
2008-11-21,2008-11-21 05:39:52.090167+09:30,2008-11-21 19:01:06.612764+09:30
2008-11-22,2008-11-22 05:39:40.851954+09:30,2008-11-22 19:01:49.029936+09:30
2008-11-23,2008-11-23 05:39:31.078541+09:30,2008-11-23 19:02:31.550180+09:30
2008-11-24,2008-11-24 05:39:22.775217+09:30,2008-11-24 19:03:14.141785+09:30
2008-11-25,2008-11-25 05:39:15.946052+09:30,2008-11-25 19:03:56.772040+09:30
2008-11-26,2008-11-26 05:39:10.593875+09:30,2008-11-26 19:04:39.407279+09:30
2008-11-27,2008-11-27 05:39:06.720242+09:30,2008-11-27 19:05:22.012935+09:30
2008-11-28,2008-11-28 05:39:04.325417+09:30,2008-11-28 19:06:04.553592+09:30
2008-11-29,2008-11-29 05:39:03.408350+09:30,2008-11-29 19:06:46.993048+09:30
2008-11-30,2008-11-30 05:39:03.966653+09:30,2008-11-30 19:07:29.294373+09:30
2008-12-01,2008-12-01 05:39:05.996587+09:30,2008-12-01 19:08:11.419974+09:30
2008-12-02,2008-12-02 05:39:09.493041+09:30,2008-12-02 19:08:53.331666+09:30
2008-12-03,2008-12-03 05:39:14.449519+09:30,2008-12-03 19:09:34.990734+09:30
2008-12-04,2008-12-04 05:39:20.858129+09:30,2008-12-04 19:10:16.358012+09:30
2008-12-05,2008-12-05 05:39:28.709575+09:30,2008-12-05 19:10:57.393954+09:30
2008-12-06,2008-12-06 05:39:37.993145+09:30,2008-12-06 19:11:38.058707+09:30
2008-12-07,2008-12-07 05:39:48.696713+09:30,2008-12-07 19:12:18.312193+09:30
2008-12-08,2008-12-08 05:40:00.806734+09:30,2008-12-08 19:12:58.114184+09:30
2008-12-09,2008-12-09 05:40:14.308247+09:30,2008-12-09 19:13:37.424378+09:30
2008-12-10,2008-12-10 05:40:29.184878+09:30,2008-12-10 19:14:16.202486+09:30
2008-12-11,2008-12-11 05:40:45.418852+09:30,2008-12-11 19:14:54.408303+09:30
2008-12-12,2008-12-12 05:41:02.991002+09:30,2008-12-12 19:15:32.001794+09:30
2008-12-13,2008-12-13 05:41:21.880781+09:30,2008-12-13 19:16:08.943170+09:30
2008-12-14,2008-12-14 05:41:42.066287+09:30,2008-12-14 19:16:45.192965+09:30
2008-12-15,2008-12-15 05:42:03.524279+09:30,2008-12-15 19:17:20.712118+09:30
2008-12-16,2008-12-16 05:42:26.230207+09:30,2008-12-16 19:17:55.462044+09:30
2008-12-17,2008-12-17 05:42:50.158237+09:30,2008-12-17 19:18:29.404710+09:30
2008-12-18,2008-12-18 05:43:15.281288+09:30,2008-12-18 19:19:02.502708+09:30
2008-12-19,2008-12-19 05:43:41.571063+09:30,2008-12-19 19:19:34.719328+09:30
2008-12-20,2008-12-20 05:44:08.998098+09:30,2008-12-20 19:20:06.018619+09:30
2008-12-21,2008-12-21 05:44:37.531797+09:30,2008-12-21 19:20:36.365461+09:30
2008-12-22,2008-12-22 05:45:07.140484+09:30,2008-12-22 19:21:05.725624+09:30
2008-12-23,2008-12-23 05:45:37.791452+09:30,2008-12-23 19:21:34.065829+09:30
2008-12-24,2008-12-24 05:46:09.451020+09:30,2008-12-24 19:22:01.353804+09:30
2008-12-25,2008-12-25 05:46:42.084586+09:30,2008-12-25 19:22:27.558336+09:30
2008-12-26,2008-12-26 05:47:15.656691+09:30,2008-12-26 19:22:52.649322+09:30
2008-12-27,2008-12-27 05:47:50.131079+09:30,2008-12-27 19:23:16.597814+09:30
2008-12-28,2008-12-28 05:48:25.470768+09:30,2008-12-28 19:23:39.376062+09:30
2008-12-29,2008-12-29 05:49:01.638112+09:30,2008-12-29 19:24:00.957553+09:30
2008-12-30,2008-12-30 05:49:38.594877+09:30,2008-12-30 19:24:21.317043+09:30
2008-12-31,2008-12-31 05:50:16.302310+09:30,2008-12-31 19:24:40.430592+09:30
2009-01-01,2009-01-01 05:50:54.721215+09:30,2009-01-01 19:24:58.275591+09:30
2009-01-02,2009-01-02 05:51:33.812030+09:30,2009-01-02 19:25:14.830782+09:30
2009-01-03,2009-01-03 05:52:13.534900+09:30,2009-01-03 19:25:30.076283+09:30
2009-01-04,2009-01-04 05:52:53.849759+09:30,2009-01-04 19:25:43.993600+09:30
2009-01-05,2009-01-05 05:53:34.716407+09:30,2009-01-05 19:25:56.565643+09:30
2009-01-06,2009-01-06 05:54:16.094588+09:30,2009-01-06 19:26:07.776734+09:30
2009-01-07,2009-01-07 05:54:57.944069+09:30,2009-01-07 19:26:17.612613+09:30
2009-01-08,2009-01-08 05:55:40.224718+09:30,2009-01-08 19:26:26.060442+09:30
2009-01-09,2009-01-09 05:56:22.896583+09:30,2009-01-09 19:26:33.108803+09:30
2009-01-10,2009-01-10 05:57:05.919968+09:30,2009-01-10 19:26:38.747697+09:30
2009-01-11,2009-01-11 05:57:49.255506+09:30,2009-01-11 19:26:42.968535+09:30
2009-01-12,2009-01-12 05:58:32.864239+09:30,2009-01-12 19:26:45.764130+09:30
2009-01-13,2009-01-13 05:59:16.707682+09:30,2009-01-13 19:26:47.128690+09:30
2009-01-14,2009-01-14 06:00:00.747902+09:30,2009-01-14 19:26:47.057798+09:30
2009-01-15,2009-01-15 06:00:44.947579+09:30,2009-01-15 19:26:45.548398+09:30
2009-01-16,2009-01-16 06:01:29.270073+09:30,2009-01-16 19:26:42.598778+09:30
2009-01-17,2009-01-17 06:02:13.679490+09:30,2009-01-17 19:26:38.208552+09:30
2009-01-18,2009-01-18 06:02:58.140736+09:30,2009-01-18 19:26:32.378632+09:30
2009-01-19,2009-01-19 06:03:42.619579+09:30,2009-01-19 19:26:25.111210+09:30
2009-01-20,2009-01-20 06:04:27.082698+09:30,2009-01-20 19:26:16.409729+09:30
2009-01-21,2009-01-21 06:05:11.497737+09:30,2009-01-21 19:26:06.278860+09:30
2009-01-22,2009-01-22 06:05:55.833346+09:30,2009-01-22 19:25:54.724473+09:30
2009-01-23,2009-01-23 06:06:40.059230+09:30,2009-01-23 19:25:41.753605+09:30
2009-01-24,2009-01-24 06:07:24.146182+09:30,2009-01-24 19:25:27.374435+09:30
2009-01-25,2009-01-25 06:08:08.066124+09:30,2009-01-25 19:25:11.596251+09:30
2009-01-26,2009-01-26 06:08:51.792134+09:30,2009-01-26 19:24:54.429416+09:30
2009-01-27,2009-01-27 06:09:35.298477+09:30,2009-01-27 19:24:35.885340+09:30
2009-01-28,2009-01-28 06:10:18.560626+09:30,2009-01-28 19:24:15.976445+09:30
2009-01-29,2009-01-29 06:11:01.555284+09:30,2009-01-29 19:23:54.716130+09:30
2009-01-30,2009-01-30 06:11:44.260400+09:30,2009-01-30 19:23:32.118741+09:30
2009-01-31,2009-01-31 06:12:26.655184+09:30,2009-01-31 19:23:08.199532+09:30
2009-02-01,2009-02-01 06:13:08.720111+09:30,2009-02-01 19:22:42.974637+09:30
2009-02-02,2009-02-02 06:13:50.436931+09:30,2009-02-02 19:22:16.461029+09:30
2009-02-03,2009-02-03 06:14:31.788671+09:30,2009-02-03 19:21:48.676490+09:30
2009-02-04,2009-02-04 06:15:12.759629+09:30,2009-02-04 19:21:19.639573+09:30
2009-02-05,2009-02-05 06:15:53.335377+09:30,2009-02-05 19:20:49.369570+09:30
2009-02-06,2009-02-06 06:16:33.502747+09:30,2009-02-06 19:20:17.886479+09:30
2009-02-07,2009-02-07 06:17:13.249825+09:30,2009-02-07 19:19:45.210963+09:30
2009-02-08,2009-02-08 06:17:52.565935+09:30,2009-02-08 19:19:11.364325+09:30
2009-02-09,2009-02-09 06:18:31.441626+09:30,2009-02-09 19:18:36.368467+09:30
2009-02-10,2009-02-10 06:19:09.868649+09:30,2009-02-10 19:18:00.245861+09:30
2009-02-11,2009-02-11 06:19:47.839942+09:30,2009-02-11 19:17:23.019515+09:30
2009-02-12,2009-02-12 06:20:25.349601+09:30,2009-02-12 19:16:44.712939+09:30
2009-02-13,2009-02-13 06:21:02.392862+09:30,2009-02-13 19:16:05.350114+09:30
2009-02-14,2009-02-14 06:21:38.966068+09:30,2009-02-14 19:15:24.955463+09:30
2009-02-15,2009-02-15 06:22:15.066644+09:30,2009-02-15 19:14:43.553816+09:30
2009-02-16,2009-02-16 06:22:50.693067+09:30,2009-02-16 19:14:01.170383+09:30
2009-02-17,2009-02-17 06:23:25.844833+09:30,2009-02-17 19:13:17.830722+09:30
2009-02-18,2009-02-18 06:24:00.522425+09:30,2009-02-18 19:12:33.560715+09:30
2009-02-19,2009-02-19 06:24:34.727283+09:30,2009-02-19 19:11:48.386535+09:30
2009-02-20,2009-02-20 06:25:08.461763+09:30,2009-02-20 19:11:02.334618+09:30
2009-02-21,2009-02-21 06:25:41.729107+09:30,2009-02-21 19:10:15.431645+09:30
2009-02-22,2009-02-22 06:26:14.533408+09:30,2009-02-22 19:09:27.704507+09:30
2009-02-23,2009-02-23 06:26:46.879568+09:30,2009-02-23 19:08:39.180285+09:30
2009-02-24,2009-02-24 06:27:18.773267+09:30,2009-02-24 19:07:49.886227+09:30
2009-02-25,2009-02-25 06:27:50.220925+09:30,2009-02-25 19:06:59.849724+09:30
2009-02-26,2009-02-26 06:28:21.229664+09:30,2009-02-26 19:06:09.098287+09:30
2009-02-27,2009-02-27 06:28:51.807273+09:30,2009-02-27 19:05:17.659532+09:30
2009-02-28,2009-02-28 06:29:21.962170+09:30,2009-02-28 19:04:25.561151+09:30
2009-03-01,2009-03-01 06:29:51.703365+09:30,2009-03-01 19:03:32.830902+09:30
2009-03-02,2009-03-02 06:30:21.040427+09:30,2009-03-02 19:02:39.496587+09:30
2009-03-03,2009-03-03 06:30:49.983446+09:30,2009-03-03 19:01:45.586038+09:30
2009-03-04,2009-03-04 06:31:18.542999+09:30,2009-03-04 19:00:51.127097+09:30
2009-03-05,2009-03-05 06:31:46.730114+09:30,2009-03-05 18:59:56.147606+09:30
2009-03-06,2009-03-06 06:32:14.556236+09:30,2009-03-06 18:59:00.675392+09:30
2009-03-07,2009-03-07 06:32:42.033198+09:30,2009-03-07 18:58:04.738254+09:30
2009-03-08,2009-03-08 06:33:09.173180+09:30,2009-03-08 18:57:08.363953+09:30
2009-03-09,2009-03-09 06:33:35.988686+09:30,2009-03-09 18:56:11.580198+09:30
2009-03-10,2009-03-10 06:34:02.492508+09:30,2009-03-10 18:55:14.414641+09:30
2009-03-11,2009-03-11 06:34:28.697695+09:30,2009-03-11 18:54:16.894865+09:30
2009-03-12,2009-03-12 06:34:54.617527+09:30,2009-03-12 18:53:19.048379+09:30
2009-03-13,2009-03-13 06:35:20.265480+09:30,2009-03-13 18:52:20.902608+09:30
2009-03-14,2009-03-14 06:35:45.655207+09:30,2009-03-14 18:51:22.484890+09:30
2009-03-15,2009-03-15 06:36:10.800503+09:30,2009-03-15 18:50:23.822469+09:30
2009-03-16,2009-03-16 06:36:35.715280+09:30,2009-03-16 18:49:24.942490+09:30
2009-03-17,2009-03-17 06:37:00.413544+09:30,2009-03-17 18:48:25.871997+09:30
2009-03-18,2009-03-18 06:37:24.909369+09:30,2009-03-18 18:47:26.637931+09:30
2009-03-19,2009-03-19 06:37:49.216872+09:30,2009-03-19 18:46:27.267123+09:30
2009-03-20,2009-03-20 06:38:13.350186+09:30,2009-03-20 18:45:27.786296+09:30
2009-03-21,2009-03-21 06:38:37.323446+09:30,2009-03-21 18:44:28.222062+09:30
2009-03-22,2009-03-22 06:39:01.150757+09:30,2009-03-22 18:43:28.600921+09:30
2009-03-23,2009-03-23 06:39:24.846177+09:30,2009-03-23 18:42:28.949262+09:30
2009-03-24,2009-03-24 06:39:48.423695+09:30,2009-03-24 18:41:29.293358+09:30
2009-03-25,2009-03-25 06:40:11.897211+09:30,2009-03-25 18:40:29.659373+09:30
2009-03-26,2009-03-26 06:40:35.280513+09:30,2009-03-26 18:39:30.073355+09:30
2009-03-27,2009-03-27 06:40:58.587259+09:30,2009-03-27 18:38:30.561242+09:30
2009-03-28,2009-03-28 06:41:21.830957+09:30,2009-03-28 18:37:31.148858+09:30
2009-03-29,2009-03-29 06:41:45.024945+09:30,2009-03-29 18:36:31.861917+09:30
2009-03-30,2009-03-30 06:42:08.182371+09:30,2009-03-30 18:35:32.726018+09:30
2009-03-31,2009-03-31 06:42:31.316177+09:30,2009-03-31 18:34:33.766650+09:30
2009-04-01,2009-04-01 06:42:54.439076+09:30,2009-04-01 18:33:35.009192+09:30
2009-04-02,2009-04-02 06:43:17.563537+09:30,2009-04-02 18:32:36.478909+09:30
2009-04-03,2009-04-03 06:43:40.701763+09:30,2009-04-03 18:31:38.200951+09:30
2009-04-04,2009-04-04 06:44:03.865674+09:30,2009-04-04 18:30:40.200357+09:30
2009-04-05,2009-04-05 06:44:27.066890+09:30,2009-04-05 18:29:42.502051+09:30
2009-04-06,2009-04-06 06:44:50.316708+09:30,2009-04-06 18:28:45.130836+09:30
2009-04-07,2009-04-07 06:45:13.626088+09:30,2009-04-07 18:27:48.111398+09:30
2009-04-08,2009-04-08 06:45:37.005628+09:30,2009-04-08 18:26:51.468299+09:30
2009-04-09,2009-04-09 06:46:00.465552+09:30,2009-04-09 18:25:55.225974+09:30
2009-04-10,2009-04-10 06:46:24.015686+09:30,2009-04-10 18:24:59.408727+09:30
2009-04-11,2009-04-11 06:46:47.665441+09:30,2009-04-11 18:24:04.040726+09:30
2009-04-12,2009-04-12 06:47:11.423792+09:30,2009-04-12 18:23:09.145997+09:30
2009-04-13,2009-04-13 06:47:35.299261+09:30,2009-04-13 18:22:14.748417+09:30
2009-04-14,2009-04-14 06:47:59.299894+09:30,2009-04-14 18:21:20.871707+09:30
2009-04-15,2009-04-15 06:48:23.433243+09:30,2009-04-15 18:20:27.539424+09:30
2009-04-16,2009-04-16 06:48:47.706349+09:30,2009-04-16 18:19:34.774951+09:30
2009-04-17,2009-04-17 06:49:12.125715+09:30,2009-04-17 18:18:42.601490+09:30
2009-04-18,2009-04-18 06:49:36.697294+09:30,2009-04-18 18:17:51.042047+09:30
2009-04-19,2009-04-19 06:50:01.426465+09:30,2009-04-19 18:17:00.119424+09:30
2009-04-20,2009-04-20 06:50:26.318012+09:30,2009-04-20 18:16:09.856204+09:30
2009-04-21,2009-04-21 06:50:51.376108+09:30,2009-04-21 18:15:20.274739+09:30
2009-04-22,2009-04-22 06:51:16.604294+09:30,2009-04-22 18:14:31.397137+09:30
2009-04-23,2009-04-23 06:51:42.005457+09:30,2009-04-23 18:13:43.245243+09:30
2009-04-24,2009-04-24 06:52:07.581814+09:30,2009-04-24 18:12:55.840627+09:30
2009-04-25,2009-04-25 06:52:33.334893+09:30,2009-04-25 18:12:09.204566+09:30
2009-04-26,2009-04-26 06:52:59.265513+09:30,2009-04-26 18:11:23.358025+09:30
2009-04-27,2009-04-27 06:53:25.373770+09:30,2009-04-27 18:10:38.321642+09:30
2009-04-28,2009-04-28 06:53:51.659015+09:30,2009-04-28 18:09:54.115705+09:30
2009-04-29,2009-04-29 06:54:18.119839+09:30,2009-04-29 18:09:10.760135+09:30
2009-04-30,2009-04-30 06:54:44.754060+09:30,2009-04-30 18:08:28.274465+09:30
2009-05-01,2009-05-01 06:55:11.558704+09:30,2009-05-01 18:07:46.677818+09:30
2009-05-02,2009-05-02 06:55:38.529996+09:30,2009-05-02 18:07:05.988886+09:30
2009-05-03,2009-05-03 06:56:05.663342+09:30,2009-05-03 18:06:26.225910+09:30
2009-05-04,2009-05-04 06:56:32.953319+09:30,2009-05-04 18:05:47.406651+09:30
2009-05-05,2009-05-05 06:57:00.393666+09:30,2009-05-05 18:05:09.548374+09:30
2009-05-06,2009-05-06 06:57:27.977274+09:30,2009-05-06 18:04:32.667821+09:30
2009-05-07,2009-05-07 06:57:55.696178+09:30,2009-05-07 18:03:56.781189+09:30
2009-05-08,2009-05-08 06:58:23.541550+09:30,2009-05-08 18:03:21.904101+09:30
2009-05-09,2009-05-09 06:58:51.503694+09:30,2009-05-09 18:02:48.051590+09:30
2009-05-10,2009-05-10 06:59:19.572045+09:30,2009-05-10 18:02:15.238066+09:30
2009-05-11,2009-05-11 06:59:47.735169+09:30,2009-05-11 18:01:43.477298+09:30
2009-05-12,2009-05-12 07:00:15.980757+09:30,2009-05-12 18:01:12.782387+09:30
2009-05-13,2009-05-13 07:00:44.295636+09:30,2009-05-13 18:00:43.165742+09:30
2009-05-14,2009-05-14 07:01:12.665767+09:30,2009-05-14 18:00:14.639055+09:30
2009-05-15,2009-05-15 07:01:41.076255+09:30,2009-05-15 17:59:47.213278+09:30
2009-05-16,2009-05-16 07:02:09.511357+09:30,2009-05-16 17:59:20.898602+09:30
2009-05-17,2009-05-17 07:02:37.954493+09:30,2009-05-17 17:58:55.704428+09:30
2009-05-18,2009-05-18 07:03:06.388258+09:30,2009-05-18 17:58:31.639351+09:30
2009-05-19,2009-05-19 07:03:34.794440+09:30,2009-05-19 17:58:08.711132+09:30
2009-05-20,2009-05-20 07:04:03.154033+09:30,2009-05-20 17:57:46.926683+09:30
2009-05-21,2009-05-21 07:04:31.447262+09:30,2009-05-21 17:57:26.292041+09:30
2009-05-22,2009-05-22 07:04:59.653600+09:30,2009-05-22 17:57:06.812352+09:30
2009-05-23,2009-05-23 07:05:27.751797+09:30,2009-05-23 17:56:48.491849+09:30
2009-05-24,2009-05-24 07:05:55.719904+09:30,2009-05-24 17:56:31.333839+09:30
2009-05-25,2009-05-25 07:06:23.535301+09:30,2009-05-25 17:56:15.340683+09:30
2009-05-26,2009-05-26 07:06:51.174729+09:30,2009-05-26 17:56:00.513781+09:30
2009-05-27,2009-05-27 07:07:18.614323+09:30,2009-05-27 17:55:46.853559+09:30
2009-05-28,2009-05-28 07:07:45.829647+09:30,2009-05-28 17:55:34.359458+09:30
2009-05-29,2009-05-29 07:08:12.795732+09:30,2009-05-29 17:55:23.029920+09:30
2009-05-30,2009-05-30 07:08:39.487110+09:30,2009-05-30 17:55:12.862381+09:30
2009-05-31,2009-05-31 07:09:05.877861+09:30,2009-05-31 17:55:03.853261+09:30
2009-06-01,2009-06-01 07:09:31.941652+09:30,2009-06-01 17:54:55.997962+09:30
2009-06-02,2009-06-02 07:09:57.651780+09:30,2009-06-02 17:54:49.290860+09:30
2009-06-03,2009-06-03 07:10:22.981219+09:30,2009-06-03 17:54:43.725303+09:30
2009-06-04,2009-06-04 07:10:47.902665+09:30,2009-06-04 17:54:39.293615+09:30
2009-06-05,2009-06-05 07:11:12.388586+09:30,2009-06-05 17:54:35.987092+09:30
2009-06-06,2009-06-06 07:11:36.411267+09:30,2009-06-06 17:54:33.796011+09:30
2009-06-07,2009-06-07 07:11:59.942865+09:30,2009-06-07 17:54:32.709634+09:30
2009-06-08,2009-06-08 07:12:22.955452+09:30,2009-06-08 17:54:32.716214+09:30
2009-06-09,2009-06-09 07:12:45.421072+09:30,2009-06-09 17:54:33.803011+09:30
2009-06-10,2009-06-10 07:13:07.311790+09:30,2009-06-10 17:54:35.956299+09:30
2009-06-11,2009-06-11 07:13:28.599742+09:30,2009-06-11 17:54:39.161386+09:30
2009-06-12,2009-06-12 07:13:49.257187+09:30,2009-06-12 17:54:43.402628+09:30
2009-06-13,2009-06-13 07:14:09.256561+09:30,2009-06-13 17:54:48.663452+09:30
2009-06-14,2009-06-14 07:14:28.570523+09:30,2009-06-14 17:54:54.926374+09:30
2009-06-15,2009-06-15 07:14:47.172010+09:30,2009-06-15 17:55:02.173026+09:30
2009-06-16,2009-06-16 07:15:05.034283+09:30,2009-06-16 17:55:10.384185+09:30
2009-06-17,2009-06-17 07:15:22.130978+09:30,2009-06-17 17:55:19.539797+09:30
2009-06-18,2009-06-18 07:15:38.436156+09:30,2009-06-18 17:55:29.619010+09:30
2009-06-19,2009-06-19 07:15:53.924345+09:30,2009-06-19 17:55:40.600208+09:30
2009-06-20,2009-06-20 07:16:08.570591+09:30,2009-06-20 17:55:52.461047+09:30
2009-06-21,2009-06-21 07:16:22.350496+09:30,2009-06-21 17:56:05.178492+09:30
2009-06-22,2009-06-22 07:16:35.240269+09:30,2009-06-22 17:56:18.728852+09:30
2009-06-23,2009-06-23 07:16:47.216760+09:30,2009-06-23 17:56:33.087828+09:30
2009-06-24,2009-06-24 07:16:58.257503+09:30,2009-06-24 17:56:48.230550+09:30
2009-06-25,2009-06-25 07:17:08.340751+09:30,2009-06-25 17:57:04.131625+09:30
2009-06-26,2009-06-26 07:17:17.445516+09:30,2009-06-26 17:57:20.765180+09:30
2009-06-27,2009-06-27 07:17:25.551598+09:30,2009-06-27 17:57:38.104912+09:30
2009-06-28,2009-06-28 07:17:32.639621+09:30,2009-06-28 17:57:56.124131+09:30
2009-06-29,2009-06-29 07:17:38.691056+09:30,2009-06-29 17:58:14.795815+09:30
2009-06-30,2009-06-30 07:17:43.688256+09:30,2009-06-30 17:58:34.092658+09:30
2009-07-01,2009-07-01 07:17:47.614475+09:30,2009-07-01 17:58:53.987119+09:30
2009-07-02,2009-07-02 07:17:50.453894+09:30,2009-07-02 17:59:14.451474+09:30
2009-07-03,2009-07-03 07:17:52.191639+09:30,2009-07-03 17:59:35.457871+09:30
2009-07-04,2009-07-04 07:17:52.813801+09:30,2009-07-04 17:59:56.978375+09:30
2009-07-05,2009-07-05 07:17:52.307453+09:30,2009-07-05 18:00:18.985027+09:30
2009-07-06,2009-07-06 07:17:50.660658+09:30,2009-07-06 18:00:41.449890+09:30
2009-07-07,2009-07-07 07:17:47.862489+09:30,2009-07-07 18:01:04.345104+09:30
2009-07-08,2009-07-08 07:17:43.903030+09:30,2009-07-08 18:01:27.642936+09:30
2009-07-09,2009-07-09 07:17:38.773387+09:30,2009-07-09 18:01:51.315827+09:30
2009-07-10,2009-07-10 07:17:32.465692+09:30,2009-07-10 18:02:15.336446+09:30
2009-07-11,2009-07-11 07:17:24.973104+09:30,2009-07-11 18:02:39.677735+09:30
2009-07-12,2009-07-12 07:17:16.289814+09:30,2009-07-12 18:03:04.312958+09:30
2009-07-13,2009-07-13 07:17:06.411038+09:30,2009-07-13 18:03:29.215743+09:30
2009-07-14,2009-07-14 07:16:55.333016+09:30,2009-07-14 18:03:54.360134+09:30
2009-07-15,2009-07-15 07:16:43.053009+09:30,2009-07-15 18:04:19.720625+09:30
2009-07-16,2009-07-16 07:16:29.569288+09:30,2009-07-16 18:04:45.272208+09:30
2009-07-17,2009-07-17 07:16:14.881126+09:30,2009-07-17 18:05:10.990406+09:30
2009-07-18,2009-07-18 07:15:58.988791+09:30,2009-07-18 18:05:36.851319+09:30
2009-07-19,2009-07-19 07:15:41.893529+09:30,2009-07-19 18:06:02.831650+09:30
2009-07-20,2009-07-20 07:15:23.597555+09:30,2009-07-20 18:06:28.908746+09:30
2009-07-21,2009-07-21 07:15:04.104035+09:30,2009-07-21 18:06:55.060623+09:30
2009-07-22,2009-07-22 07:14:43.417070+09:30,2009-07-22 18:07:21.266000+09:30
2009-07-23,2009-07-23 07:14:21.541682+09:30,2009-07-23 18:07:47.504325+09:30
2009-07-24,2009-07-24 07:13:58.483791+09:30,2009-07-24 18:08:13.755795+09:30
2009-07-25,2009-07-25 07:13:34.250199+09:30,2009-07-25 18:08:40.001385+09:30
2009-07-26,2009-07-26 07:13:08.848565+09:30,2009-07-26 18:09:06.222864+09:30
2009-07-27,2009-07-27 07:12:42.287389+09:30,2009-07-27 18:09:32.402811+09:30
2009-07-28,2009-07-28 07:12:14.575987+09:30,2009-07-28 18:09:58.524636+09:30
2009-07-29,2009-07-29 07:11:45.724469+09:30,2009-07-29 18:10:24.572586+09:30
2009-07-30,2009-07-30 07:11:15.743713+09:30,2009-07-30 18:10:50.531762+09:30
